ns life 0	you will suffer when you are in ns life
mandai 1	Back at mandai camp 2 . Nostalgia
field camp 1	@eizzqandar Bronco company . hahah u field camp here ah ?
ord 1	@KuganPillai ORD LOR
cadet 1	My ship when I'm being cadet #sailor #myambition
reservist 0	The reservist like so damn slack only
commando 1	PLS commando unit or NDU
khatib 1	#TGIF ( @ Khatib Camp )
bookout 2	@NathanJonJoseph don't give up , can't wait for ur nxt bookout in a month #wecandothis go train dem recruits well !
home team ns 2	So pretty / / credits to jerradchong ' s fat hand @ Home Team NS Bukit Batok Chalet
field camp 1	Field camp is so no kick pls . 5d4n nia .
bookout 1	I already have the bookout feel liao !
maju camp 1	Army lo ( @ Maju Camp Guardhouse )
air force 1	Where can I get a pair of nike air force high dunk shoes in Singapore
commando 1	@Rishi_0b1011111 u mean u r talking to a commando ?
reservist 1	last one before the long break starts . #reservist #hotelier #whatsnew @ Fairmont Singapore
saf 1	#spaceAtravel At the AMC PAX terminal RSAF Paya Lebar . Waiting for a fast plane to Yokota . Looks like I will get on board . #cat6
reservist 1	And a 7 day reservist can be cut to 0
enlistment 2	Happy enlistment @llyihong ( it haz been long hehe ) @ Supply Demand
ord 2	OMG I don't feel so wretched already hehe I can feel my ORD planning my off leave I plan to disappear early DEC can't wait LOL
kranji 1	@AhhQiang @ngkokjin kranji camp . but next week can pass out lo haha
ippt 1	Finally done with ippt .
bookout 1	#throwback to bookout day
ocs 2	Hahaha my ex recruits who went to OCS got back from Brunei with their JCC , so funny hearing all their stories
army life 1	So the army tries to tell us that the army life is great . Ok .
tekong 1	All mothers pray hard for their sons to be a trainer in Tekong .
maju camp 1	Just posted a photo @ Maju Camp FCC
cadets 1	Reading blogs and reflections of past cadets
cadet 1	Cleaning likka machine . One last time as an officer cadet .
enlistment 2	Wooohoooo ! ! ! I got my NS enlistment letter too ! ! ! SCDF ! ! ! 6 years ago lah
cadets 2	Enjoying dispatching cadets for flying fox . " Safety off , restrainer off , gate off . Cadets , on a count of 3 , ready to fly
tekong 2	Lunch with the mewzik peeps before Daniel enlists tmr ! Have fun in tekong Mr Botak @ Astons
sungei gedong camp 1	Travelling to Sungei Gedong Camp now
saf 1	RSAF Open House ' 16 : darrennnnnnnn @ Paya Lebar Air Base
tekong 2	Great Lunch . I wished Tekong cookhouse serve these kinda dishes . @ Hjh Maimunah Restaurant
safra resort 1	Chalet ( @ National Service Resort Country Club - SAFRA Resort )
field camp 1	" If you survived field camp , you will never fall out for any other activities .
cadet 1	Specialist Cadet Graduation Parade ' 14 @ Pasir Laba Camp @ I See Fire ( Radio Version )
ocs 0	The OCS visit messed with the iron focus
reservist 2	GST money's in ! Reservist money's in ! double YAY !
tekong 1	Might be the last time i see it ... #bmt #island #pulau #tekong #ns #detail #rpl #boat @ Pulau
service training 1	There's always a hero inside every men . @ National Service Training
ord 1	@ughmyra OrD oooOooo
tekong 2	Watching this beauty in camp @ Pulau Tekong
home team ns 1	Chapter's chalet : Pic is unclear but THIS IS THE SITUATION RIGHT NOW.BIZARRE MAN @ Home Team NS @
enlistment 0	1st day in EMT feels like the firdt day on enlistment . Shitty
maju camp 1	Finally back from outfield ( @ Maju Camp in Singapore )
national service resort country club 0	Pussies . #Wafi24 #sgig #minah #partypoops @ National Service Resort Country Club
ippt 1	@ANoraihan provost . That's why I say bahan . Dh mls ah . IPPT dh pass . Everything they want from delta dh bagi , vocation tetap sial
bookout 0	Just when I thought I can enjoy my incentive bookout on Friday ... RE-ROUTE MARCH WTF
bmt 2	I was so happy to book out my eyes were closed ... Two more days to that feeling again ! #bmt @ Pulau
ord 1	ORD ORD ORD ORD ORD ORD
commando 1	@erwinjr11 : @MuhdUrffi : what's your favorite position ? commando isn't that ... the one you wear pants with no underwear
bookout 1	@LZWQ bookout day
ord 2	must be nice to ord this month , another 6 more months to go :')
hendon 1	Finally after 8 hours of commando talk .. ( @ Hendon Camp )
ord 2	Let's celebrate . Last duty oh ! Ord oh ! #tuasfs #ems #kasikecoh @ Tuas Fire Station ( Station 42 )
ord 1	Brother already ORD and I'm still in BMT @ Sembawang Camp
commando 0	Damn I can't get to join Commando Challenge ..
enlistment 1	One last thing I want and need to do before enlistment : WATCH ALL SHREK MOVIES
cadet 1	I'm at National Police Cadet Corps Camp Resilience in Singapore
air force 2	" For the ones I love ; I serve . " 15 days to commissioning . #9414occ @ Air Force Training Command
army life 0	Army life is like a life of a lion dancer in CNY days . Lack of sleep but work all day !
sembawang 1	Rafting Station Intructor for Bendemeer Sec leadership camp @ Sembawang Park
national service 2	Quality time spent w / ohana thanks y'all for making this chalet an awesome one ! @ National Service
platoon 1	Futsal with my platoon mates ! ! ! #igsg #igers #instasg #instagramers #instamood #vscocam #vsco
ord 2	@JOVENTEOzxc hahaha infantry fun ! All the way outfield , route march , live range ! Csb , ord in no . 1 .
tekong 1	Saw 2 eggs in an abandoned nest here in tekong . Probably the nest fall off from the tree . Shud I bring
ncc 1	just packed for ncc camp . i hope @kinkyindian really coming and packed already .
cadets 1	Cadets getting drunk ( @ Sunshine Place in Singapore )
commandos 1	" If you don't respect other vocations , then you're not even 1 % of a guardsman . Except commandos " whoa whoa whoa some angst there cadre
tekong 1	Anyone I know enlisting I wanna try tekong food for once in my life plssss
tekong 1	Can someone bring me out of tekong
reservist 1	4th day of reservist ~
tekong 0	Today will probably be the shittest day in tekong . FBO FOR THE DAY ! ENTIRE DAY FML .
bedok camp 1	Back to where it all started . #SiowON @ Bedok Camp 2 ( Home of the Elite Guards )
reservist 1	DINGGGG DINGGGG . Well tomorrow we'll be the first week of reservist for you i know you
cadets 2	The Cadets were in ecstasy ; their bodies as one and they went louder louder ... " a Home Sweet Home ! " to the Hentakaki . #50ShadesOfGrey
bookout 0	Bf sat thn bookout ma . Boring . ):
mandai 1	Outfield day 1 let's go ! ( @ Mandai Camp II in Singapore )
ocs 0	Oh mai gawd first day of OCS is so depressing
field camp 1	$ 80 at emart today for the future and field camp
home team ns 1	Bowling . #familytime @ Starbowl Home Team NS Bukit Batok
keat hong 1	Back for medical center duty . ( @ Keat Hong Camp in Singapore )
ippt 1	Up at 5am . IPPT to do and after that done for the day .
tekong 0	Back from POP rehearsal at Tekong . Not easy as I thought .
uniform 1	@WeAreTheMighty @adgpi #ArmyDay to the men in uniform we salute you !
ippt 1	Ippt for ns men coming soon
ord 1	Officially announced my leaving , handing over on 1st August . ORD mode is officially on . May the rest be in safe hands .
enlistment 1	less than 3 weeks to enlistment and want to go holiday
tekong 1	@MagnumSG @WhoSia you deserve this after training in Tekong
reservist 2	Done with reservist and getting my hair done by @kcmeals at the sickest barber around
field camp 1	Well off for field camp for 6 days . See ya civilization till Sunday
reservist 1	@EVILCWBK how Long reservist
ord 1	Saw five people that I know from army within a span of two hours . All too free alr , clearing leave before ord .
bookout 2	Back in bunk ... One more night and it's bookout day ! ! :D
air force 1	Double Inverted Wrap | Republic Of Singapore Air Force Aerobatics Team | Black Knights | SG50 Jubilee
ord 0	can i ORD alrdy pls :(
tekong 1	Saying " see you later " to Jonathan @ Pulau Tekong BMTC HQ
commando 2	Just went commando for a couple of hours . Damn glad to have underwear on again .
field camp 1	@hargaofan this week field camp week ?
reservist 1	It's okay , today is your last day for reservist okay .
amoy quee 1	Waiting for bb to book out ~ @xulongg ( @ Amoy Quee Camp )
army life 1	Finally a date after so long , because someone is always busy with his army life . @ HATCHED
ippt 1	Taking ippt , dear god of ippt just gimme tiny wings I'll be greatful so I can jump that extra 5cm to pass Sbj .
reservist 2	#yanies14 hone sweet homeGotta clean them up and start to pack for reservist ... @ yanies 14 crib
cadets 2	A19 ATC - really great times spent with both fellow instructors cadets and whooosh what a way to
ord 1	SMTI bunk mates gathering ! ORD for more than 3 years , but the
bmt 1	@4fiqali your bmt mate ?
kranji 2	Fun pack what ( @ Kranji Camp 3 in Singapore w / @danielgjax )
saf 2	@CarvinnnnnCSR happy saf day
bmt 1	I don't mind going back to BMT days .
enlistment 0	Just realised that enlistment means i have to make new friends , oh God :(
tekong 2	All the best botak Capt ! See you in 2 weeks time ! #fiqqilah @ Pulau Tekong BMTC
commando 1	they keep telling me to choose commando because that's of my family history
platoon 2	Listening to raya songs and sudden remembering those days at Seletar camp w my platoon mates . Memories that vividly in my mind :)
singapore infantry regiment 1	Once again ( @ 4th Bn . Singapore Infantry Regiment ( 4 SIR ) in Singapore )
khatib 0	back to camp cause of ndp tomorrow . :( ( @ Khatib Camp )
bookout 2	Grocery shopping for the weekend #tgif #shopping #igsg #sgboy #bookout @ Big Box
ippt 1	I hope I will do well for my ippt ! !
tekong 1	I just cabbed with this girl who is gg through a ldr like her bf is in UK then im like gurrrrl my definition of LDR is marsiling and tekong
tekong 1	@SalmonYuu why you will see me ? I tekong now
ord 1	ORD date is coming but still cannot stay out .
lim chu kang 1	when my body shouts stop , my mind screams never . @ 4SIR , Lim Chu Kang Camp 1
national service resort country club 1	Bowling / / 2nd last day with 2A3 ' 2014 ! @ National Service Resort Country Club
tekong 1	Just wish the rain in tekong will keep rain till 24th dec !
home team ns 1	Christmas celebration with the Running Club ! Look at all the presents ! @ Home Team NS @ Sembawang
training institute 1	haha ( @ Infantry Training Institute ( ITI ) in Western Catchment Area )
national service 1	Common space [ ] due to education national service . Why is there still an assumption that our PM would be a male ?
tekong 0	Where to go today ? Wanna dart but can't strain arm cause tekong this Monday :(
navy 1	very into army green , forest green , navy blue , maroon , grey and white recently idk why
national service 1	I'm at Police National Service Department
ord 1	Swee Choon on ORD date #ORDLOH #sweechoon @ Swee Choon Tim Sum Restaurant Pte Ltd
paya lebar 1	First time trying the Circle Line to get to NS line . Shorter ? ( @ Paya Lebar MRT Interchange ( EW8 / CC9 ) )
bookout 2	@_hvzyh HAHAHA after its gone , you will really miss the times of being a CIT ... trust me on this :') bt yeah 2 more nights and u can bookout
platoon 0	My plan with platoon mate will be ruin .
tekong 1	@BryanHudgens that's what you said when u went to tekong , I believe u will come to like guards too . hang in there mate .
cadets 1	@junbinn We also dig trench while we were cadets what LOL
platoon 2	03/14 BMTC Hawk Company , Platoon 2 Section 1 . It has been a privilege and an honor serving and
mandai hill 1	I want go sembawang laaaaaaaaaaa ( @ Mandai Hill Camp I in Singapore )
pasir 0	PUSH , TURN , ROLL OVER ! ! #BAC #neckpain #rollmanymanytimes @ Commando Training Camp @ Pasir Ris
maju camp 1	Heading to the west . Maju camp here i come .
tekong 0	reach already . suck thumb ( @ Tekong Ferry Terminal in Singapore )
pasir 1	commando ley @ Commando Training Camp @ Pasir Ris
national service 0	I've been through 2 years of national service . But nothing ever fucking prepared me for this
ord 1	As i see my batch poly students saying graduate lo here i am thinking dude . ORD LO
nee soon camp 1	@stingrayttm LOL . How's the training ah . Nee Soon camp ?
cadets 2	Yay ! Flag raising done without major screw ups.Still can't get use to cadets calling me sergeant .
platoon 1	@Dom_Ho @fabljq ya LOL my platoon mate ! You know him ?
tekong 1	Hello march . Feburary ended so quickly . And so is my stay in tekong soon
national service 1	Reality kills my vibe #VSCOcam #vscom #picoftheday #blackfashion #ootd @ National Service Resort
tekong 1	Last 2nd time to book in to tekong loh ! !
bookout 0	Book out loh ~ See you guys tomorrow . #suchsadbookout #lessthan24hrs #JaguarP1S3 #saibins
ord 1	Can i not ORD ?
platoon 1	So wan my platoon mate fetch me at my place . Book in with him later on but for now going to his aunty open house
ord 1	CPT ANG maintained his record despite living the YOLO life . @ Sungei Gedong Camp
ord 2	Praise God , Youth camp day 1 ! Love serving The Lord #YFLSGZenith @ The Salvation Army , Praisehaven
air force 1	Vertical Climb | Republic Of Singapore Air Force Aerobatics Team | Black Knights | SG50 Jubilee
bookout 1	Bookout finally
bookout 1	Tmr is bookout day bookout bookout
home team ns 1	Ayeeeeee dat face tho . my dark circles maintain ah #pdp'15 @ Home Team Ns Bukit Batok
platoon 1	" brothers in arms , comrade for life " falcon platoon one ! shall meet up often after we pop . #falcon
air force 1	regram world_military_newsAn Iraqi Air Force F - 16IQ Block 52 + carrying THAT ... " Sniper " ATP
seletar 1	I'm at Bus Stop 68119 ( Aft Seletar Camp G ) in Singapore
kranji 1	Clearing Skies after the rain . #landscape #sunrise #potd @ Kranji Camp 3
ord 2	Farewell yhbeater 13 suraidydjono ! Happy ORD guys . Enjoy your life
tekong 1	Last day in tekong , gonna miss the area cleaning there ! #oot #ootbrothers #byetekong
saf 1	What a time to live beside Pays Lebar airbase . I was kept awake the entire day by RSAF open house . Jets roaring all over me like a bukkake .
tekong 1	@luqqy_h come to the beach in tekong !
bookout 2	Cant wait to bookout this thursday
keat hong 1	I'm at Keat Hong Camp SOC Ground
khatib 2	Just saw a Khatib Camp personnel with the face of a super cute sec sch kid with the most perfect proportions and he right amt of body fat
ord 1	#ootd #army #bookin #ordloh #ord #morrisgoinginonsept11 #6sir #recruit #bookoutday @ Oracle Tattoo
bookout 1	" @ArchieZaki : @nskmleeya_ hahaha my gaji I never get to bookout . Got confinement " how come muhd zaki ! ?
bookout 1	@chahahawit @DSJJ_ no he scared he Friday bookout late ... EH FRIDAY ONZ LAAA hahaha late also nvm
tekong 0	Took the same ferry and the same seats to and fro from tekong but missing the boy :'( (
nee soon camp 1	Nee soon camp lo
pasir laba 1	Oh nothing , just donning the rank on for my son . @ Pasir Laba Camp
bedok camp 0	9am at Bedok Camp tmr . Zzzz ...
ord 1	Nak ord please
saf 1	Last book out ( @ SAF Ferry Terminal in Singapore )
air force 1	Shall get the Nike Air Force 1 flax hi soon .
kranji 0	FML ( @ Kranji Camp II in Singapore )
ord 1	@NasIdidit going to ORD soon u help ppl to wash or is u change bike alr ?
ord 1	Finally gonna ord . Just left 10 working days .
mandai hill 1	To early ! ( @ Mandai Hill Camp CMTL )
tekong 0	Thailand Tekong fucking pretty I really cannot
enlistment 1	@reuben776 thambi so emo for what ? Enlistment blues ?
ord 1	@Thaddebear it's k la I gg ord u just go in HAHAH
cadets 1	@samuelycs confined with the cadets ah bro ?
pasir 1	Pass out loh baby @ Pasir Labar Camp
tekong 1	And that tekong and punggol has the oldest geologic setting so maybe thats why it has a lot of ghost stories hahahha ok kidding
jurong 1	Ystd before the night session / / #YellowZebulun #HouseOfZebulun #MJCamp2014 @ CHC Jurong West
ord 2	Good food and better company . With the peeps from camp . Grats on ORD-ing to my dick of an upperstudy
bmt 2	@DreamOfRealitys U think so relax ? You see BMT (:
ord 1	Finally I found back my pink ic . ORD OH ! @ Airport Police Division
ocs 1	Argh really cannot take it when I meet my neighbors and they tell me their son is in ocs omg am I supposed to be impressed ?
keat hong 1	dropping off b HAHA ( @ Keat Hong Camp in Singapore w / @nxlgnxj )
ord 2	Happy ord for my old coy sgt firdaus_hairIs nice knowing you where we go for coffee , tea and
ocs 1	After 9 months in OCS going thru outfields after outfields , it had
platoon 1	Movie with platoon mates . ( at @Cineleisure Orchard in Singapore )
ippt 1	ippt later on book out tmr
sembawang 1	last book in as a recruit ( @ Sembawang Camp in Singapore )
ippt 0	OI WHAT FUCKERY IS THIS ISNT IT NEXT WEEK IPPT ? ! YTD CHEST DAY + SITUPS I CAME HERE EXPECTING TO JUST RUN I CANT DO JACK SHIT
army boys 1	Army boys build body !
maju camp 2	Just ended , woohoo ! ! Dinnertime ! ! ( @ Maju Camp Guardhouse )
ocs 1	@ruihongg7 isn't ocs much more worst than mine ? Hahahah
ippt 2	Time passes quickly today ! ^ ^ or isit because there's iPpt ! Oo
national service 0	One day I will attend the TI hurhur prolly 2 years later :'( fking national service
ord 1	How sad is it if u ord with lesser friend ? I think I know someone who has that
sungei gedong camp 1	I'm at Sungei Gedong Camp in Singapore w / @ah_rui3
reservist 0	Every year during reservist we will keep complaining over and over again . Like it or not we are
tekong 1	I was here 6 years ago ! And now is my bro ! jtyaozong weeee :P @ Tekong Ferry Terminal
sembawang 1	Guess who @ Camp Challenge @ Sembawang
bookout 1	@HakeemAdam when you bookout bro ? ?
platoon 1	@KK4YL4_ opps my mistake then . Haha ! Small world . He my platoon mate .
saf 1	RSAF 45th Anni ! This RSAF lady officer told me to take good care of my eyes if I were to join them .
ncc 0	I'm going to miss my closest Platoon mates and others :'( Hope to see you guys soon ! @ HQ NCC
ord 2	0305 / / ORD OOOO ! Thanks for coming mama and ayah ! #RPGrad16 #Lolwhoamikidding
ord 2	9 more days to ord lo . I can't bloody wait to take my pink ic ! MY ANG TENG KI !
uniform 1	This man in army uniform keep wandering about with stress face . Haha chill man .
jurong 2	Just finish tiger trail run . Uneven terrain off road under the rain . Fun ! ! Hohoho ( @ Jurong Camp 1 in Singapore )
air force 1	Last check in for the next 3 months . SEE YOU SOON AFTC ! ( @ Air Force Training Command ( AFTC ) )
tekong 0	Sigh its only the first day but i miss tekong mt line alr
ord 1	Just climb 3m tall pope and did some pushup .. 5 reps i shag how can ? Its feel like im a nsmen .. #ORD LOOO
national service resort country club 1	In the tropics @ National Service Resort Country Club
ord 2	My Triton captain , now Abang Transcom . Happy ORD ( me first tho ) !
bedok camp 0	Back to hell ( @ Bedok Camp II in Singapore )
platoon 1	I miss you guys so much ! Alpha Platoon 1 Section 3 ! @ 1st Battalion
platoon 0	Being the only marksmen detail in my new platoon doesn't make me proud at all ...
reservist 1	Yup , back in green #Reservist
enlistment 0	Enlistment Day ; it's truly the beginning of something new , / / It will just get tougher and
air force 1	feel so bad for not knowing anything about my dad's job , it's so cool to be in the air force
keat hong 0	fucking duty on raya eve ... ( @ Keat Hong Camp in Singapore )
kranji 2	BMT SVC BEST PLATOON 3 ! POC LO ! Good times are ending just like this . @ Kranji Camp 3
uniform 0	@priyaisalluknow he will kill me and fry me . That day I tell him i saw army uniform he angry . Now he dun wanna wear uniform to meet me
mandai hill 1	Cobras watching over you @ Mandai Hill Camp
enlistment 2	Happy Enlistment Gerald ! @ Kallang Wave Mall
tekong 2	Gotta be up at 3 later and 3d2n chalet in tekong jungle afterwards whooopdedoo
sarimbun 2	Campvision ' 14 was great ! ! Can't wait to see u guys again ! @ Sarimbun Scout Camp
ord 2	Really really happy that I can almost smell my ORD date and the freedom that comes with it ! ! !
field camp 1	Field camp field camp
ord 0	@HaiqalDuffel haish can I ord alr ?
mandai 1	I'm at Mandai Camp II ( Singapore ) w / 2 others
infantry 1	Born to Fight , Lead to Inspire , Always Ready ! #2SIR #infantry #soldier @ Lorong Asrama
ns life 0	sigh worrying about adult and ns life . hmmmph . _ .
tekong 2	@zzenggeh happy birthday to the best tekong
ns life 2	This is the best week of ns life since bmt . #FDBoleh
khatib 0	back in camp after ndp :( ( @ Khatib Camp )
platoon 1	@KirishAJ I also platoon 1 bruh
kranji 1	@kidnextroom HAHAHAH , forever forget how I look like ! hahah , yup ! He in kranji camp II ! Armour unit !
national service resort country club 1	resort @ National Service Resort Country Club
bookout 1	Bookout in 3 hours time
mandai hill 1	Where are you ? ! @skyqiugw ( @ Mandai Hill Camp Parade Square )
platoon 2	Thanks to everyone especially my Platoon 1 mates . Without you guys I won't be the person I am now .
enlistment 2	@syariqmarican Happy enlistment bro ! Hope we enjoy the night the other day HAHAHA see ya soon
seletar 1	These are " my kids " #UNOriginals #39SCEBravoMilestoneParade @ Seletar Camp
platoon 2	@MonoPrisma legit what , one of the platoon commander in my coy got like 1.7 k insta followers and he follows like 200 + + only ?
bmt 1	Oh Allah , grant me patience so i can go thru BMT without forgetting the fundamentals of riding #BMTtoPOPtoTP
reservist 1	Day 2 of reservist : Route March + Range
bookout 0	Got less than 24 hours of bookout time : (
reservist 1	lecey uh reservist
enlistment 2	@cptmarshalll nicee . . You got ur enlistment letter already ? When enlisting bro ?
air force 1	@WingyOnn air force salute mafackerrrr . * plays the salute song *
bmt 2	Congrats on passing BMT and getting best PT ! Good luck on your journey to becoming a MO Haha
training institute 1	Last Day ! Settle ! @ National Service Training Institute ( NSTI )
platoon 2	A big thank you to the Commanders who have taken me for BMT ! Will miss Lieutenant Le Yong's ' Platoon
clementi 1	Finally actual parade day #squaregram #vscocam #selfie #ordlo @ 2PDF Clementi Camp
enlistment 1	Only a week left to enlistment , gonna miss coming to the dance studio @ Ngee Ann Polytechnic
camp mate 0	Oh my god , may Allah rest his soul . My camp mate just pass away .
ippt 1	Sliver for the new ippt .
tekong 1	What if the haze worsen when we reach tekong then outfield is reduced by a few days ? ? ? That would be awesome !
ord 2	Been thinkin abt future non stop ever since im gonna ORD this year :D
bedok camp 1	With that really fit brother . #vscocam #vsco #vscogrid #igsg #3GDS @ Bedok Camp II
enlistment 0	Excited + scared + sad about JW's upcoming enlistment
ord 1	Brace yourself for all the ORD stuffs . Haha
kranji 0	Suppose to be enjoying sleeping outside and yet im back to serve my extras tmrw zz ( @ Kranji Camp II in Singapore )
enlistment 2	Enjoying my last few moments as a civilian . Less than 24hours away to enlistment . Well , I guess it's
kranji 1	by the time the train reach yew tee from kranji i ord rdy
field camp 1	@TizTizzyTizian field camp starts over the weekend so they gave a day off to.compensate
ippt 1	tmw ippt , hopefully i can get sliver book out this fri
tekong 1	living the 3 hour admin time life in tekong
navy 1	Navy salute !
ns life 1	@Fadzulisa Haha i see . Bila enlist ? Amcm NS life ?
infantry 0	. @ruliharahap @BrigGen_Foxtrot @sarifidris @SoundOfYogi well it's air show . not much of those infantry beasts . :) )
platoon 1	1st time commanding a platoon
sungei gedong camp 0	Have to walk in and out of this road every time I book in and out ... such a hassle ... @ Sungei Gedong Camp
tekong 0	@vinodrajagubal tekong is better than some camps here . - . -
ippt 1	@MrDino__ haha same thinking ! How ippt gold ? I gg Taiwan soon lol shag .. But after that 3 more months ord lo ! Hahaha !
tekong 1	Chasing after submission deadlines be like @ Pulau Tekong
cadet 1	You can knock me down anytime , 3SG Rene . @ Specialist Cadet School ,
bookout 1	@ImatParisSaint saturday i can , i bookout early
pasir laba 1	What is my #Scgp without a snap with the rents ? Mum or Dad , who do I take after more ? @ Pasir Laba Camp
ippt 1	Need train for ord ippt already
bmt 1	Catchup session with the BMT mates ! @ Artease Cafe at Serangoon Central
enlistment 2	Baik ah , my brother got posted to police force for NS . Cant wait for his enlistment day cause maybe got nice food !
selarang camp 0	22 days to pop and 3 days to the posting of my new stay out unit , selarang camp . Going there will be a bitchx ...
pasir laba 1	I'm at Pasir Laba Camp in Singapore w / @y1ngji3 @ohuiqi
ippt 2	Ippt in saf are getting easy .
reservist 1	Having a smoke when Azah is cleaning his reservist things . And then we shall watch movies
saf 2	First achievement of my NS life . More to come , I hope ! #RSAF
tekong 1	@BryanHudgens I miss Tekong ! Anyway now cannot play VG with you nia !
reservist 2	I haven't even reservist , my boots going back to camp already . Thanks brah !
safra resort 1	Class chalet ( @ National Service Resort Country Club - SAFRA Resort )
tekong 1	@CheeeeKeonG Shhhh u go tekong eat grass
field camp 0	4 more days to field camp , shagged
bookout 1	Wasted la dapat spent outside for one day only which is tomorrow . Today bookout also late then sun also book in hmm time outside so precious
reservist 0	cannot go out to celebrate national day eve because kenah reservist route march . #iamsingaporean
singapore infantry regiment 1	I'm at 1st Bn . Singapore Infantry Regiment ( 1 SIR ) in Singapore
tekong 1	passes through the mall before you book in to Tekong ( @ White Sands Shopping Centre in Singapore )
ord 0	Want to ord also fucking hell so long
tekong 1	Saw the #sunrise today while on the way to Tekong ! " Thou burning sun with golden beam ... O
reservist 1	@jasonxjs i reservist leh bro . Don't know what time book out also . Next time jio you eat ah
training institute 0	Boring life ! ( @ Infantry Training Institute ( ITI ) Jurong Camp II )
tekong 1	401,373 people could have seen ' Tekong ' since its 1st mention until it became a Trending Topic . #trndnl
air force 1	SINGAPORE AIRSHOW 2016Republic of Korean Air Force Black
bedok camp 1	@Jojetss hey dude you in bedok camp alrdy ?
ippt 2	Today . I fast and passed my IPPT.If I can do it , you can too . WEEEEEEEEEEEEEEERQ
commandos 1	With the elites of the army . Does infantry count as one ? #guards #commandos @ Singapore F1 Pit Building
ord 2	Hppy ORD to BMT ppl . Left us . Last week !
bookout 0	Bookout lo ! What a hectic week i managed to pulled through , 3 weeks left !
singapore infantry regiment 0	Same old shit again ( @ 5th Bn . Singapore Infantry Regiment ( 5 SIR ) )
khatib 0	Havent even fucking sleep ! ! YAWN ! ( @ Khatib Camp )
sungei gedong 0	Sungei Gedong is the worst camp ever .
sungei gedong camp 0	ACK : A20146568 New : Make-Up Training ( Low Key ) from 15/12 / 2014 , 0800 hrs to 19/12 / 2014 , 2359 hrs at Sungei Gedong Camp . #fml
platoon 0	The biggest regret of today is not being in the platoon photo ( ) . And I didn't manage to take
hendon 2	Proud of you ! #redberetparade @ Hendon Camp
ord 1	@Leejunhahaha my aim is life is to marry her aft i ord
service training 1	My recruit life ends tonight , POP ohh ! @ National Service Training
national service 0	I don't like hearing regulars say " WE do NS " . Non-regulars do National Service and make sacrifices . Regulars experience no work disruption .
bedok camp 2	Happy birthday my raj-ie boy @ Bedok Camp II ( 3rd Battalion
enlistment 2	Celebrating boyfriend enlistment with BBQ
bookout 0	Last friday bookout lolol . So gonna be saturday bookouts from next week onwards fml
ippt 2	@Nsrlhqq good luck for ippt bro !
pasir laba 2	CONGRATS BOTH OF YOU STUDS @ Pasir Laba Camp
tekong 0	Tekong for 5 days . Haiss
enlistment 2	Finally is my book out day ! ! ! Finished 2 weeks of confinement since enlistment . Feels great to be
ippt 1	Ippt tmr
ippt 0	@Joannehlyy in ns if u get gold for ippt is $ 300 but no one is that motivated :(
camp mate 1	my sergeant and my camp mate ask me for advice and tips and they want me to train them ..
ord 1	10 months to ORD seems so long ...
tekong 1	To my Tekong section mates , my Sembawang section mates and my Buddy after 9 weeks of going through
ord 2	Dokz is gnna ord :') ) ) big boy alr :') ) ) felt like it was just yesterday I met him when I was 14 HAHAHAHAH
singapore infantry regiment 0	Fuck me lief ( @ 5th Bn . Singapore Infantry Regiment ( 5 SIR ) in Singapore )
lim chu kang 0	The worst part of the day is to book in to camp which is at Lim Chu Kang ! ! Sianzzzzxxxx ...
bookout 2	One and a half day before bb bookout ! Fug u for confinement last week that u have to stay in for two weeks but i still love you
nee soon 0	Sian every Saturday can't book out need go nee soon train zz
ippt 0	Ippt coming up this tues flkkk
ord 1	@elvistan10 @KennnnnHo he scared he kena expose that's why , HAHAHAHAHAHAHAHAHA elvis when u ord ? Everyday I see you say you ord tmr
ippt 0	This week another hell week adui ade Heat Humidity , ippt , Firement assesment semua endure je aku mampu . Nasib this week smpi thursday !
enlistment 1	Tomorrow enlistment day
nee soon camp 1	Nee soon camp tmr
infantry 1	@danielaimhihigh oh u gg infantry ? ?
ord 0	Another chapter of my ns life is finally closed . One more upcoming hurdle and it'll be finally time to ord
ord 0	I lazy already la . Faster ORD la fuck
bookout 1	Bookout day . Finally ! ! !
ord 1	@frhn @atticusfoo @cakesauce haha any time . Clearing offs until I ORD so I'm free as a bird
seletar 1	Our old Seletar Camp being preserved for heritage . @ Seletar Camp
ord 2	So i'm done with JC and he's done with ns ! HAPPY ORD BRO ( Also , this is about the first time i
commando 2	Thanks for coming to my POP today my girl hehe @ Commando Training
cadet 1	Finally last book out as a cadet
platoon 1	Need to meet the platoon mates bro seriously .
tekong 1	Do you know what I wish for when I saw the shooting stars at tekong outfield while I'm lying down in my shell scrape ?
national service 2	Woke up to a lovely brunch made by my classmates #myclassmatescancook #masterchef @ National Service
saf 1	Onboard da big big Chinook at the RSAF Open House 2016 ! #ROH16 #rsaf #openhouse #chinook
jurong 1	#Throwback yesterday picture . @ Jurong Camp
bmt 0	Bmt deprove like sai
tekong 1	@KavinKeaten @bpdbarbie why would you shave your head filz HAHAH FUCK U Kavin Tekong is home
cadet 2	so happy to hear one of my npcc cadet that i recommended and nominated to my OC got selected to go brunei trip on the 26-30 th May
tekong 1	@Iskxndxr_ Tekong . Cos tomorrow PH so get to bookout but for 1 day only
ord 1	Final outfield before ord is finally over ! No more non-stops days of manning comms ! !
bookout 0	Next bookout cnferm stay home again during the weekends . Broke mcm babi .
